date,index1,index2,loss_profits,pred_date,prediction,real,0.628865979,11.63196723,-11.43472215,31.4,-29.04999954
2017-07-10,310.8,314.3000001,3.500000137,2017-10-09,2.505564928,1.12612617,,,,,
2017-07-11,312.7,320.1499998,7.449999756,2017-10-10,4.209240913,2.382475138,,,,,
2017-07-12,312.6,323.2499997,10.64999974,2017-10-11,4.910444736,3.406909704,,,,,
2017-07-13,316.55,325.6499997,9.099999673,2017-10-12,3.004093409,2.874743223,,,,,
2017-07-14,316.7,325.3000002,8.600000195,2017-10-13,4.600685596,2.715503693,,,,,
2017-07-17,317.5,325.5,7.99999997,2017-10-16,5.757332325,2.51968503,,,,,
2017-07-18,318.05,325.7999998,7.749999757,2017-10-17,6.332596302,2.436723709,,,,,
2017-07-19,318.7,325.8500003,7.150000289,2017-10-18,3.770134687,2.243489265,,,,,
2017-07-20,319.6,324.1,4.499999979,2017-10-19,5.324804783,1.408010006,,,,,
2017-07-21,321.1,326.2499999,5.149999885,2017-10-20,5.357853413,1.60386169,,,,,
2017-07-24,321.25,327.05,5.799999963,2017-10-23,6.715852261,1.805447459,,,,,
2017-07-25,319.65,326.5500003,6.900000251,2017-10-24,8.06853199,2.158611059,,,,,
2017-07-26,318.95,326.7500002,7.800000246,2017-10-25,7.586368084,2.445524454,,,,,
2017-07-27,319.85,323.7500002,3.900000165,2017-10-26,6.499342442,1.219321609,,,,,
2017-07-28,312.55,326.8499995,14.29999948,2017-10-27,9.75359726,4.575267792,,,,,
2017-07-31,313.55,327.4500007,13.9000007,2017-10-30,3.700264692,4.433104992,,,,,
2017-08-01,316.55,331.0500003,14.50000032,2017-10-31,2.175694227,4.580635071,,,,,
2017-08-02,317.15,336.5499993,19.39999929,2017-11-01,0.710205734,6.116979122,,,,,
2017-08-03,311.65,335.0499998,23.39999982,2017-11-02,2.00434804,7.508422852,,,,,
2017-08-04,312.85,336.3500004,23.50000038,2017-11-03,0.367113739,7.511587143,,,,,
2017-08-07,312.9,334.1499995,-21.24999952,2017-11-06,-0.401784986,6.791306973,,,,,
2017-08-08,312.85,333.7499995,-20.89999954,2017-11-07,-0.601800621,6.680517673,,,,,
2017-08-09,308.65,335.2499987,26.5999987,2017-11-08,2.612729788,8.618175507,,,,,
2017-08-10,307.25,333.6500013,26.40000125,2017-11-09,4.855221748,8.592351913,,,,,
2017-08-11,301.5,332.9,31.4,2017-11-10,5.635727406,10.4145937,,,,,
2017-08-14,304.6,331.5499987,26.9499987,2017-11-13,3.803771496,8.847668648,,,,,
2017-08-15,304.6,331.3000008,26.70000079,2017-11-14,4.011795998,8.765594482,,,,,
2017-08-16,306.25,329.1499999,22.89999989,2017-11-15,3.276744366,7.477550983,,,,,
2017-08-17,307.9,331.3000004,23.40000036,2017-11-16,2.863662958,7.599870205,,,,,
2017-08-18,307.75,330.9500003,23.20000031,2017-11-17,4.020793438,7.538586617,,,,,
2017-08-21,307.05,329.4500005,22.40000052,2017-11-20,3.826817751,7.295228958,,,,,
2017-08-22,308.7,330.8499999,22.14999986,2017-11-21,4.247898102,7.175251007,,,,,
2017-08-23,308.6,332.5500006,23.95000061,2017-11-22,5.840015888,7.760855675,,,,,
2017-08-24,310.1,331.4499998,21.34999978,2017-11-23,5.919368267,6.884875774,,,,,
2017-08-25,310.25,332.2499994,21.99999936,2017-11-24,2.445251703,7.091055393,,,,,
2017-08-28,308.2,325.8999996,17.69999957,2017-11-27,3.59772706,5.743023872,,,,,
2017-08-29,307.15,327.7000004,20.55000043,2017-11-28,2.031075716,6.690542221,,,,,
2017-08-30,309,327.6999994,18.69999942,2017-11-29,3.10157752,6.051779747,,,,,
2017-08-31,306.65,322.2500002,15.6000002,2017-11-30,6.00239563,5.087233067,,,,,
2017-09-01,306.3,321.8499999,15.54999993,2017-12-01,4.372335911,5.076722145,,,,,
2017-09-04,303.5,324.9999997,21.49999967,2017-12-04,5.028882504,7.084019661,,,,,
2017-09-05,302.7,326.5999995,23.89999949,2017-12-05,3.205014944,7.895606041,,,,,
2017-09-06,302.3,321.6499996,19.34999964,2017-12-06,3.933305025,6.400926113,,,,,
2017-09-07,306.2,320.6999998,14.49999982,2017-12-07,4.23056078,4.735466957,,,,,
2017-09-08,306.25,321.4000007,15.15000066,2017-12-08,4.933571339,4.946938992,,,,,
2017-09-11,309.25,321.4999999,12.24999994,2017-12-11,3.770717859,3.961196423,,,,,
2017-09-12,309.2,320.4500001,11.25000012,2017-12-12,1.560303926,3.638421774,,,,,
2017-09-13,308.55,322.85,-14.29999995,2017-12-13,-0.837853849,4.634581089,,,,,
2017-09-14,310.25,324.2999999,14.04999992,2017-12-14,0.435472727,4.528605938,,,,,
2017-09-15,311.2,322.7500001,-11.55000006,2017-12-15,-2.094043016,3.71143961,,,,,
2017-09-18,316.7,324.1499997,-7.449999659,2017-12-18,-2.244893074,2.352383852,,,,,
2017-09-19,316.05,323.85,-7.800000013,2017-12-19,-1.238578439,2.467963934,,,,,
2017-09-20,315.8,323.55,-7.75000003,2017-12-20,-1.702206612,2.454084873,,,,,
2017-09-21,316.05,316.85,0.799999999,2017-12-21,0.621134937,0.253124505,,,,,
2017-09-22,313.75,318.5000001,4.750000142,2017-12-22,1.486213446,1.513944268,,,,,
2017-09-25,313.8,318.4999999,4.699999864,2017-12-25,2.686948538,1.497769237,,,,,
2017-09-26,311.8,317.4500001,5.650000102,2017-12-26,3.703886509,1.812059045,,,,,
2017-09-27,311.4,321.2000003,9.800000266,2017-12-27,6.082627773,3.147077799,,,,,
2017-09-28,311.6,325.6500004,14.05000036,2017-12-28,8.508206367,4.508985996,,,,,
2017-09-29,314.3,325.6499996,11.34999965,2017-12-29,6.394062996,3.611199379,,,,,
2017-10-02,314.3,325.6499996,11.34999965,2018-01-01,5.430723667,3.611199379,,,,,
2017-10-03,314.3,326.4999996,12.19999963,2018-01-02,5.420767307,3.881641626,,,,,
2017-10-04,314.3,327.6999998,13.39999983,2018-01-03,5.499388218,4.263442516,,,,,
2017-10-05,314.3,325.0000003,10.70000032,2018-01-04,4.599279881,3.404390812,,,,,
2017-10-06,314.3,328.9500004,14.65000038,2018-01-05,4.355098248,4.661151886,,,,,
2017-10-09,314.3,331.2500001,16.95000007,2018-01-08,4.323666096,5.392936707,,,,,
2017-10-10,320.15,330.4500003,10.30000027,2018-01-09,2.866216898,3.217242002,,,,,
2017-10-11,323.25,327.85,4.600000025,2018-01-10,3.904495239,1.423047185,,,,,
2017-10-12,325.65,326.5,0.849999999,2018-01-11,4.189531326,0.261016428,,,,,
2017-10-13,325.3,326.85,1.550000031,2018-01-12,4.140201092,0.476483256,,,,,
2017-10-16,325.5,327.3,1.799999974,2018-01-15,4.502482891,0.552995384,,,,,
2017-10-17,325.8,330.5000002,4.70000016,2018-01-16,5.675906181,1.442602873,,,,,
2017-10-18,325.85,329.2000002,3.35000019,2018-01-17,5.574196339,1.028080463,,,,,
2017-10-19,324.1,329.4000001,5.30000009,2018-01-18,8.797516823,1.635297775,,,,,
2017-10-20,326.25,329.6000001,3.350000069,2018-01-19,8.398962021,1.026819944,,,,,
2017-10-23,327.05,326.25,-0.800000016,2018-01-22,7.273084164,-0.244610921,,,,,
2017-10-24,326.55,331.2500001,4.70000009,2018-01-23,6.757689953,1.43928957,,,,,
2017-10-25,326.75,331.6000002,4.850000165,2018-01-24,4.81171608,1.484315276,,,,,
2017-10-26,323.75,334.3,10.55,2018-01-25,4.337296963,3.258687258,,,,,
2017-10-27,326.85,335.9500001,9.100000134,2018-01-26,4.665727139,2.784151793,,,,,
2017-10-30,327.45,338.5000002,11.05000023,2018-01-29,3.148047209,3.374561071,,,,,
2017-10-31,331.05,333.8999999,2.849999928,2018-01-30,2.451067448,0.860897124,,,,,
2017-11-01,336.55,334.45,-2.100000028,2018-01-31,3.666864157,-0.623978615,,,,,
2017-11-02,335.05,333.65,-1.399999993,2018-02-01,3.359212637,-0.41784808,,,,,
2017-11-03,336.35,327.3999999,-8.95000009,2018-02-02,4.164059162,-2.660918713,,,,,
2017-11-06,334.15,322.9999996,-11.15000038,2018-02-05,4.004029274,-3.336824894,,,,,
2017-11-07,333.75,317.6500007,-16.09999934,2018-02-06,3.935104609,-4.823969841,,,,,
2017-11-08,335.25,309.4999998,-25.75000017,2018-02-07,2.986517191,-7.680835247,,,,,
2017-11-09,333.65,312.5000005,-21.14999948,2018-02-08,3.499591589,-6.338977814,,,,,
2017-11-10,332.9,303.8500005,-29.04999954,2018-02-09,1.924461365,-8.726344109,,,,,
2017-11-13,331.55,308.0999999,-23.45000015,2018-02-12,1.093589425,-7.072839737,,,,,
2017-11-14,331.3,311.4000002,-19.89999976,2018-02-13,1.399046779,-6.006640434,,,,,
2017-11-15,329.15,314.2999995,14.85000052,2018-02-14,-0.025152721,-4.511620998,,,,,
2017-11-16,331.3,314.3,16.99999997,2018-02-15,-1.223888397,-5.131300926,,,,,
2017-11-17,330.95,314.2999997,16.65000027,2018-02-16,-0.221348166,-5.030971527,,,,,
2017-11-20,329.45,316.2500006,-13.19999944,2018-02-19,0.788421452,-4.006677628,,,,,
2017-11-21,330.85,312.0000003,-18.84999966,2018-02-20,0.377257437,-5.697445869,,,,,
2017-11-22,332.55,314.0500002,-18.49999979,2018-02-21,0.851627767,-5.563073158,,,,,
2017-11-23,331.45,311.8500004,-19.59999964,2018-02-22,1.120313883,-5.913410664,,,,,
2017-11-24,332.25,316.9499999,-15.30000008,2018-02-23,2.10617733,-4.604966164,,,,,
2017-11-27,325.9,317.0999998,-8.800000238,2018-02-26,3.9338274,-2.700214863,,,,,
2017-11-28,327.7,315.7500004,-11.94999964,2018-02-27,2.188457489,-3.646627903,,,,,
2017-11-29,327.7,312.4500005,-15.24999948,2018-02-28,1.074555159,-4.653646469,,,,,
2017-11-30,322.25,312.4499999,-9.800000149,2018-03-01,3.558650732,-3.041117191,,,,,
2017-12-01,321.85,308.1499997,-13.70000031,2018-03-02,1.676835775,-4.256641388,,,,,
2017-12-04,325,303.8499999,-21.1500001,2018-03-05,1.002868652,-6.507692337,,,,,
2017-12-05,326.6,310.2999992,-16.30000076,2018-03-06,1.115786076,-4.990814686,,,,,
2017-12-06,321.65,310.4500002,-11.19999983,2018-03-07,1.98485136,-3.48204565,,,,,
2017-12-07,320.7,313.6000002,-7.09999976,2018-03-08,2.13004899,-2.213907003,,,,,
2017-12-08,321.4,317.1,-4.300000009,2018-03-09,1.086748838,-1.337896705,,,,,
2017-12-11,321.5,320.1,-1.399999976,2018-03-12,1.055178881,-0.435458779,,,,,
