date,index1,index2,loss_profits,pred_date,prediction,real,0.582329317
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,4.969495296,2.099999905,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,1.651848555,0.150000006,
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,2.621923923,-3.950000048,
2017-07-13,316.55,307.2499998,9.300000191,2017-08-10,-0.368532151,-9.300000191,
2017-07-14,316.7,301.5000002,15.19999981,2017-08-11,-0.524274468,-15.19999981,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-1.848082423,-12.89999962,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-3.249975681,-13.44999981,
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-1.91056335,-12.44999981,
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-0.969459653,-11.69999981,
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-2.625580072,-13.35000038,
2017-07-24,321.25,307.0500002,14.19999981,2017-08-21,-1.804136395,-14.19999981,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,2.636122227,-10.94999981,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,2.310858727,-10.35000038,
2017-07-27,319.85,310.1,-9.75,2017-08-24,4.109087467,-9.75,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,6.628808022,-2.299999952,
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,1.652159095,-5.349999905,
2017-08-01,316.55,307.1500004,9.399999619,2017-08-29,-0.336289287,-9.399999619,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,0.682371616,-8.149999619,
2017-08-03,311.65,306.65,-5,2017-08-31,3.853129864,-5,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,3.908793926,-6.550000191,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,1.793190122,-9.399999619,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,2.95774436,-10.14999962,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,4.886591911,-6.349999905,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,5.472930431,-1.049999952,
2017-08-11,301.5,306.25,4.75,2017-09-08,12.78358269,4.75,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,9.963555336,4.650000095,
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,11.36269188,4.599999905,
2017-08-16,306.25,308.55,2.299999952,2017-09-13,12.91708565,2.299999952,
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,14.06923676,2.349999905,
2017-08-18,307.75,311.2,3.450000048,2017-09-15,14.86808205,3.450000048,
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,12.23339653,9.649999619,
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,10.58025742,7.349999905,
2017-08-23,308.6,315.7999998,7.199999809,2017-09-20,14.22183418,7.199999809,
2017-08-24,310.1,316.0499998,5.949999809,2017-09-21,11.14018059,5.949999809,
2017-08-25,310.25,313.75,3.5,2017-09-22,10.10167313,3.5,
2017-08-28,308.2,313.7999999,5.599999905,2017-09-25,10.39910316,5.599999905,
2017-08-29,307.15,311.8000001,4.650000095,2017-09-26,10.24977779,4.650000095,
2017-08-30,309,311.4000001,2.400000095,2017-09-27,6.466379642,2.400000095,
2017-08-31,306.65,311.5999998,4.949999809,2017-09-28,7.015673161,4.949999809,
2017-09-01,306.3,314.3,8,2017-09-29,4.84112978,8,
2017-09-04,303.5,314.3000002,10.80000019,2017-10-02,8.570304871,10.80000019,
2017-09-05,302.7,314.3000004,11.60000038,2017-10-03,7.075111389,11.60000038,
2017-09-06,302.3,314.3,12,2017-10-04,8.431373596,12,
2017-09-07,306.2,314.3000004,8.100000381,2017-10-05,5.708230019,8.100000381,
2017-09-08,306.25,314.3000002,8.050000191,2017-10-06,7.899654865,8.050000191,
2017-09-11,309.25,314.3000002,5.050000191,2017-10-09,2.555477381,5.050000191,
2017-09-12,309.2,320.1499998,10.94999981,2017-10-10,3.219532013,10.94999981,
2017-09-13,308.55,323.2499998,14.69999981,2017-10-11,3.760249853,14.69999981,
2017-09-14,310.25,325.6499996,15.39999962,2017-10-12,1.74160862,15.39999962,
2017-09-15,311.2,325.3000004,14.10000038,2017-10-13,0.848041117,14.10000038,
2017-09-18,316.7,325.5000002,-8.800000191,2017-10-16,-1.080284834,8.800000191,
2017-09-19,316.05,325.8,9.75,2017-10-17,0.780531347,9.75,
2017-09-20,315.8,325.8500002,-10.05000019,2017-10-18,-0.535641134,10.05000019,
2017-09-21,316.05,324.1000002,8.050000191,2017-10-19,0.077991791,8.050000191,
2017-09-22,313.75,326.25,12.5,2017-10-20,2.307801247,12.5,
2017-09-25,313.8,327.05,13.25,2017-10-23,4.90657568,13.25,
2017-09-26,311.8,326.55,14.75,2017-10-24,9.34717083,14.75,
2017-09-27,311.4,326.7500004,15.35000038,2017-10-25,8.481554985,15.35000038,
2017-09-28,311.6,323.7499996,12.14999962,2017-10-26,7.528407574,12.14999962,
2017-09-29,314.3,326.8500002,12.55000019,2017-10-27,6.154438496,12.55000019,
2017-10-02,314.3,327.4499996,13.14999962,2017-10-30,1.781401515,13.14999962,
2017-10-03,314.3,331.05,16.75,2017-10-31,0.256290913,16.75,
2017-10-04,314.3,336.55,-22.25,2017-11-01,-0.183099627,22.25,
2017-10-05,314.3,335.05,-20.75,2017-11-02,-0.099326275,20.75,
2017-10-06,314.3,336.3499992,-22.04999924,2017-11-03,-0.482922137,22.04999924,
2017-10-09,314.3,334.1500004,-19.85000038,2017-11-06,-0.847444892,19.85000038,
2017-10-10,320.15,333.7500004,-13.60000038,2017-11-07,-2.25508976,13.60000038,
2017-10-11,323.25,335.25,-12,2017-11-08,-1.559084296,12,
2017-10-12,325.65,333.65,-8,2017-11-09,-4.391872883,8,
2017-10-13,325.3,332.8999999,-7.599999905,2017-11-10,-5.234439373,7.599999905,
2017-10-16,325.5,331.5500002,-6.050000191,2017-11-13,-4.470181465,6.050000191,
2017-10-17,325.8,331.3,-5.5,2017-11-14,-3.325942516,5.5,
2017-10-18,325.85,329.15,-3.299999952,2017-11-15,-0.519546807,3.299999952,
2017-10-19,324.1,331.2999998,-7.199999809,2017-11-16,-0.405047476,7.199999809,
2017-10-20,326.25,330.9499998,4.699999809,2017-11-17,1.923063874,4.699999809,
2017-10-23,327.05,329.4500001,2.400000095,2017-11-20,2.240069389,2.400000095,
